tin_id,rate_id,file_id
10539249594672161008,8735847566792175165,10544093348606899452
7514095934493641483,2895673712230076661,10544093348606899452
5040057519726709916,17352548737989497320,10544093348606899452
9006042738288843253,10383512623843750531,10544093348606899452
10848729083726094587,16930029952536992299,10544093348606899452
14032823531839472234,2895673712230076661,10544093348606899452
7885519534574774990,10455019870197694939,10544093348606899452
3658083732364175785,17721433543301742183,10544093348606899452
9900741726174734612,2895673712230076661,10544093348606899452
12564498884620410485,8614553688556129836,10544093348606899452
2875226640639095853,2895673712230076661,10544093348606899452
11467326817141067179,16930029952536992299,10544093348606899452
17197834509243783722,16930029952536992299,10544093348606899452
13137211539829694375,10455019870197694939,10544093348606899452
5452931471600639023,10455019870197694939,10544093348606899452
12138961809054810718,4776802288650862251,10544093348606899452
17259848872364526176,4776802288650862251,10544093348606899452
16402299104280668674,10455019870197694939,10544093348606899452
5434618508487713106,2895673712230076661,10544093348606899452
7165918480150400711,2895673712230076661,10544093348606899452
2875226640639095853,10455019870197694939,10544093348606899452
15008082760520861681,10455019870197694939,10544093348606899452
12138961809054810718,16930029952536992299,10544093348606899452
14907703962709519914,2895673712230076661,10544093348606899452
871123167859911273,10455019870197694939,10544093348606899452
7726887926765047093,11367804464481895980,10544093348606899452
4247871339816921133,17855290805461020474,10544093348606899452
7844598711466773030,15712425715267905034,10544093348606899452
5958391363270849755,15712425715267905034,10544093348606899452
5053601477743605181,15712425715267905034,10544093348606899452
14043740623250677619,15712425715267905034,10544093348606899452
1651510410041415138,2895673712230076661,10544093348606899452
144209619292999207,10455019870197694939,10544093348606899452
2875226640639095853,2895673712230076661,10544093348606899452
16799630620638001212,16930029952536992299,10544093348606899452
2875226640639095853,2895673712230076661,10544093348606899452
16472691604226741888,2895673712230076661,10544093348606899452
10034706688823089139,10455019870197694939,10544093348606899452
519736827636564680,10455019870197694939,10544093348606899452
15510599234939277565,2847453459470380897,10544093348606899452
13395269521444471813,2895673712230076661,10544093348606899452
8369936730969403678,2895673712230076661,10544093348606899452
37159907086019891,2895673712230076661,10544093348606899452
14170018202548305994,2895673712230076661,10544093348606899452
7734865948311841621,2895673712230076661,10544093348606899452
7475313300402813215,2895673712230076661,10544093348606899452
15959507080238731187,2895673712230076661,10544093348606899452
9603019869203560630,2895673712230076661,10544093348606899452
16598914878606155920,2895673712230076661,10544093348606899452
8561668882995547475,2895673712230076661,10544093348606899452
14079975909516878785,2895673712230076661,10544093348606899452
9803952350370330888,2895673712230076661,10544093348606899452
7251898901079830794,2895673712230076661,10544093348606899452
3430783123266348037,2895673712230076661,10544093348606899452
905521716713997205,2895673712230076661,10544093348606899452
11114991231080624143,2895673712230076661,10544093348606899452
7560362679932543108,2895673712230076661,10544093348606899452
651259164256642572,2895673712230076661,10544093348606899452
17299802222578563218,2895673712230076661,10544093348606899452
6763215510862969973,2895673712230076661,10544093348606899452
23263431651247336,2895673712230076661,10544093348606899452
76653805711688191,2895673712230076661,10544093348606899452
4913798600611516829,2895673712230076661,10544093348606899452
15362408269771187845,2895673712230076661,10544093348606899452
8369748879522872544,2895673712230076661,10544093348606899452
13643420847305428476,7320984305947725993,10544093348606899452
13882748404351342581,10455019870197694939,10544093348606899452
13472497500719530878,2895673712230076661,10544093348606899452
12452807001496825494,2895673712230076661,10544093348606899452
4847054803791957263,13044695449219850103,10544093348606899452
11645555195563188121,13044695449219850103,10544093348606899452
5576477449328543418,2895673712230076661,10544093348606899452
2210498117141783622,2895673712230076661,10544093348606899452
16238078978003330642,2895673712230076661,10544093348606899452
14544130717348000625,2895673712230076661,10544093348606899452
10277910812983507384,2895673712230076661,10544093348606899452
199767826734490667,2895673712230076661,10544093348606899452
823142885531986426,2895673712230076661,10544093348606899452
9427046717965988554,10455019870197694939,10544093348606899452
2875226640639095853,10455019870197694939,10544093348606899452
18001819605469934378,10455019870197694939,10544093348606899452
17894091160253467802,10455019870197694939,10544093348606899452
1268006784822816756,10455019870197694939,10544093348606899452
17477796042607616950,10455019870197694939,10544093348606899452
6106706053241835370,10455019870197694939,10544093348606899452
7139278675568513699,10455019870197694939,10544093348606899452
2557861650170213601,10455019870197694939,10544093348606899452
16840893808281363670,16930029952536992299,10544093348606899452
12281310988362895411,5012962087120072637,10544093348606899452
6866639807807327985,11367804464481895980,10544093348606899452
10546528668901706987,11367804464481895980,10544093348606899452
4956818629040280645,11367804464481895980,10544093348606899452
