id,code_id,rate_metadata_id,negotiated_rate
8735847566792175165,4391897257951591497,9587423257260231076,864.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
17352548737989497320,4391897257951591497,9587423257260231076,1080.0
10383512623843750531,4391897257951591497,9587423257260231076,736.56
16930029952536992299,4391897257951591497,9587423257260231076,720.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
17721433543301742183,4391897257951591497,9587423257260231076,576.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
8614553688556129836,4391897257951591497,9587423257260231076,1015.06
2895673712230076661,4391897257951591497,9587423257260231076,302.4
16930029952536992299,4391897257951591497,9587423257260231076,720.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
4776802288650862251,4391897257951591497,9587423257260231076,972.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
16930029952536992299,4391897257951591497,9587423257260231076,720.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
11367804464481895980,4391897257951591497,9587423257260231076,345.6
17855290805461020474,4391897257951591497,9587423257260231076,1224.0
15712425715267905034,4391897257951591497,9587423257260231076,338.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
16930029952536992299,4391897257951591497,9587423257260231076,720.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2847453459470380897,4391897257951591497,9587423257260231076,792.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
7320984305947725993,4391897257951591497,9587423257260231076,316.8
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
13044695449219850103,4391897257951591497,9587423257260231076,1116.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
16930029952536992299,4391897257951591497,9587423257260231076,720.0
5012962087120072637,4391897257951591497,9587423257260231076,458.31
11367804464481895980,4391897257951591497,9587423257260231076,345.6
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
14167622075399888805,4391897257951591497,9587423257260231076,346.97
4472257878613515284,4391897257951591497,9587423257260231076,900.0
4472257878613515284,4391897257951591497,9587423257260231076,900.0
11367804464481895980,4391897257951591497,9587423257260231076,345.6
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
8281417427562830808,4391897257951591497,9587423257260231076,842.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
7320984305947725993,4391897257951591497,9587423257260231076,316.8
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
15231729250800187185,4391897257951591497,9587423257260231076,288.0
8281417427562830808,4391897257951591497,9587423257260231076,842.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
11367804464481895980,4391897257951591497,9587423257260231076,345.6
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
6090239621436712187,4391897257951591497,9587423257260231076,252.0
17721433543301742183,4391897257951591497,9587423257260231076,576.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
15072388270880391425,4391897257951591497,9587423257260231076,346.28
2895673712230076661,4391897257951591497,9587423257260231076,302.4
7686370281066623894,4391897257951591497,9587423257260231076,460.2
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
11367804464481895980,4391897257951591497,9587423257260231076,345.6
2895673712230076661,4391897257951591497,9587423257260231076,302.4
7981203937791759507,4391897257951591497,9587423257260231076,401.76
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
4472257878613515284,4391897257951591497,9587423257260231076,900.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
15149390644150951791,4391897257951591497,9587423257260231076,1586.95
13469119399716574537,4391897257951591497,9587423257260231076,361.92
10784281324490613020,4391897257951591497,9587423257260231076,1440.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
17352548737989497320,4391897257951591497,9587423257260231076,1080.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
11367804464481895980,4391897257951591497,9587423257260231076,345.6
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
4776802288650862251,4391897257951591497,9587423257260231076,972.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
16930029952536992299,4391897257951591497,9587423257260231076,720.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
11395441427635394675,4391897257951591497,9587423257260231076,2164.12
6090239621436712187,4391897257951591497,9587423257260231076,252.0
10455019870197694939,4391897257951591497,9587423257260231076,432.0
6090239621436712187,4391897257951591497,9587423257260231076,252.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
3710108801072138277,4391897257951591497,9587423257260231076,324.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
10455019870197694939,4391897257951591497,9587423257260231076,432.0
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
2895673712230076661,4391897257951591497,9587423257260231076,302.4
3665837524151848595,18401549046301367973,18415338349381915475,675137.81
9731891965785643521,18401549046301367973,18415338349381915475,753811.88
9766874649793538052,18401549046301367973,18415338349381915475,567281.39
3945379105075930189,18401549046301367973,18415338349381915475,918878.11
9731891965785643521,18401549046301367973,18415338349381915475,753811.88
16432595091430390296,18401549046301367973,18415338349381915475,810401.99
9266188775737817171,18401549046301367973,18415338349381915475,221008.48
487534197641561470,18401549046301367973,18415338349381915475,333540.84
722376633830359470,18401549046301367973,18415338349381915475,480861.05
9905922428172595548,18401549046301367973,18415338349381915475,957891.21
18309319627350927953,18401549046301367973,18415338349381915475,758572.32
12979160270741415576,18401549046301367973,18415338349381915475,426045.54
12832827980062178464,18401549046301367973,18415338349381915475,954257.5
12752550545227945828,18401549046301367973,18415338349381915475,13434.0
3545325538211260365,18401549046301367973,18415338349381915475,22791.0
10985377357781584190,7934594854012772827,9587423257260231076,302.04
15739912640271044466,7934594854012772827,9587423257260231076,211.43
1053481725460531491,7934594854012772827,9587423257260231076,242.11
15739912640271044466,7934594854012772827,9587423257260231076,211.43
10985377357781584190,7934594854012772827,9587423257260231076,302.04
10985377357781584190,7934594854012772827,9587423257260231076,302.04
8432644632064181828,7934594854012772827,9587423257260231076,226.53
11213379651982606326,7934594854012772827,9587423257260231076,679.59
10985377357781584190,7934594854012772827,9587423257260231076,302.04
13881128141563797394,7934594854012772827,9587423257260231076,629.25
16239637584495183581,7934594854012772827,9587423257260231076,780.27
15739912640271044466,7934594854012772827,9587423257260231076,211.43
15739912640271044466,7934594854012772827,9587423257260231076,211.43
4603773264653726550,7934594854012772827,9587423257260231076,1513.08
15739912640271044466,7934594854012772827,9587423257260231076,211.43
